,OBJECTID,Join_Count,TARGET_FID,plotid,longitude,latitude,shape,size_m,sample_points,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Water>irrigation ditch,grass,Water>rivers/stream,Impervious Surface (no building),Wetlands,Water>lake/ponded/container,cultivated vegetation,Bare Ground,Building,Trees_CanopyCover,unknown,bush/scrub,shadow,shape.1,shape.2,shape.3,shape.4,shape.5,shape.6,shape.7,shape.8,shape_12_13_14_15_16_17_18_19_2,Water>treated pool,shape_12_13_14_15_16_17_18_19_3,shape_12_13_14_15_16_17_18_19_4,shape_12_13_14_15_16_17_18_19_5,shape_12_13_14_15_16_17_18_19_6,shape_12_13_14_15_16_17_18_19_7,shape_12_13_14_15_16_17_18_19_8,shape_12_13_14_15_16_17_18_19_9,shape_12_13_14_15_16_17_18_1_10,shape_12_13_14_15_16_17_18_1_11,shape_12_13_14_15_16_17_18_1_12,plotid 1,center_lon 1,center_lat 1,shape 1,size_m 1,sample_points 1,flagged 1,flagged_reason 1,confidence 1,collection_time 1,analysis_duration 1,common_securewatch_date 1,total_securewatch_dates 1,Land_Cover_Elements_Water_irr_1,grass 1,Land_Cover_Elements_Water_riv_1,Land_Cover_Elements_Impervious1,Wetlands 1,Land_Cover_Elements_Water_lake1,Land_Cover_Elements_cultivated1,Land_Cover_Elements_Bare_Grou_1,Building 1,Land_Cover_Elements_Trees_Can_1,unknown 1,Land_Cover_Elements_bush_scrub_,shadow 1,shape 1.1,shape 1.2,shape 1.3,shape 1.4,shape 1.5,shape 1.6,shape 1.7,shape 1.8,shape_12_13_14_15_16_17_18_1_13,Land_Cover_Elements_Water_tre_1,shape_12_13_14_15_16_17_18_1_14,shape_12_13_14_15_16_17_18_1_15,shape_12_13_14_15_16_17_18_1_16,shape_12_13_14_15_16_17_18_1_17,shape_12_13_14_15_16_17_18_1_18,shape_12_13_14_15_16_17_18_1_19,shape_12_13_14_15_16_17_18_1_20,shape_12_13_14_15_16_17_18_1_21,shape_12_13_14_15_16_17_18_1_22,shape_12_13_14_15_16_17_18_1_23,x,y,Median Income,Min Distance,AOI,Average Income
179,180,1,180,2231,-97.750001,30.501711,,100,100,0,,98,16-07-2023 04:03,11708.8 secs,,0,0,0,0,0,0,0,0,0,0,70,0,26,4,,,,,,,,,,,,,,,,,,,,,2231,-97.750001,30.501711,,100,100,0,,98,16-07-2023 04:03,11708.8 secs,,0,0,0,0,0,0,0,0,0,0,70,0,26,4,,,,,,,,,,,,,,,,,,,,,-97.750001,30.501711,117987,1143.54937,22,80046.85135
180,181,1,181,2232,-97.750001,30.506208,,100,100,0,,96,16-07-2023 04:09,6.0 secs,,0,0,10,0,20,0,1,0,0,20,28,1,1,19,,,,,,,,,,,,,,,,,,,,,2232,-97.750001,30.506208,,100,100,0,,96,16-07-2023 04:09,6.0 secs,,0,0,10,0,20,0,1,0,0,20,28,1,1,19,,,,,,,,,,,,,,,,,,,,,-97.750001,30.506208,117987,1635.693991,22,80046.85135
181,182,1,182,2233,-97.750001,30.510704,,100,100,0,,95,16-07-2023 00:27,210.7 secs,,0,0,5,0,5,0,25,0,0,17,22,0,9,17,,,,,,,,,,,,,,,,,,,,,2233,-97.750001,30.510704,,100,100,0,,95,16-07-2023 00:27,210.7 secs,,0,0,5,0,5,0,25,0,0,17,22,0,9,17,,,,,,,,,,,,,,,,,,,,,-97.750001,30.510704,117987,2130.705026,22,80046.85135
182,183,1,183,2234,-97.750001,30.515201,,100,100,0,,93,16-07-2023 00:24,136.2 secs,,0,0,0,0,0,0,0,0,3,0,48,0,33,16,,,,,,,,,,,,,,,,,,,,,2234,-97.750001,30.515201,,100,100,0,,93,16-07-2023 00:24,136.2 secs,,0,0,0,0,0,0,0,0,3,0,48,0,33,16,,,,,,,,,,,,,,,,,,,,,-97.750001,30.515201,117987,2627.120626,22,80046.85135
183,184,1,184,2235,-97.750001,30.519697,,100,100,0,,94,16-07-2023 00:21,1036.1 secs,,0,0,0,0,0,0,0,0,5,0,56,0,29,10,,,,,,,,,,,,,,,,,,,,,2235,-97.750001,30.519697,,100,100,0,,94,16-07-2023 00:21,1036.1 secs,,0,0,0,0,0,0,0,0,5,0,56,0,29,10,,,,,,,,,,,,,,,,,,,,,-97.750001,30.519697,117987,3124.103403,22,80046.85135
184,185,1,185,2236,-97.750001,30.524194,,100,100,0,,98,16-07-2023 00:04,162.9 secs,,0,0,0,0,0,0,0,0,0,0,72,0,23,5,,,,,,,,,,,,,,,,,,,,,2236,-97.750001,30.524194,,100,100,0,,98,16-07-2023 00:04,162.9 secs,,0,0,0,0,0,0,0,0,0,0,72,0,23,5,,,,,,,,,,,,,,,,,,,,,-97.750001,30.524194,117987,3621.595543,22,80046.85135
185,186,1,186,3500,-97.7088,30.33708,,100,100,0,,100,19-07-2023 16:21,750.5 secs,,0,0,19,0,15,0,0,0,0,10,44,0,0,12,,,,,,,,,,,,,,,,,,,,,3500,-97.7088,30.33708,,100,100,0,,100,19-07-2023 16:21,750.5 secs,,0,0,19,0,15,0,0,0,0,10,44,0,0,12,,,,,,,,,,,,,,,,,,,,,-97.7088,30.33708,63672,1884.935005,35,49128.7027
186,187,1,187,3501,-97.7218,30.32584,,100,100,0,,100,19-07-2023 16:44,1406.3 secs,,0,0,13,0,33,0,0,0,8,23,0,17,0,6,,,,,,,,,,,,,,,,,,,,,3501,-97.7218,30.32584,,100,100,0,,100,19-07-2023 16:44,1406.3 secs,,0,0,13,0,33,0,0,0,8,23,0,17,0,6,,,,,,,,,,,,,,,,,,,,,-97.7218,30.32584,63672,2316.854961,35,49128.7027
187,188,1,188,3502,-97.7218,30.33033,,100,100,0,,100,19-07-2023 16:52,494.7 secs,,0,0,17,0,20,0,0,0,0,6,35,3,0,19,,,,,,,,,,,,,,,,,,,,,3502,-97.7218,30.33033,,100,100,0,,100,19-07-2023 16:52,494.7 secs,,0,0,17,0,20,0,0,0,0,6,35,3,0,19,,,,,,,,,,,,,,,,,,,,,-97.7218,30.33033,63672,1825.015241,35,49128.7027
188,189,1,189,3503,-97.7218,30.33483,,100,100,0,,100,19-07-2023 16:58,360.9 secs,,0,0,1,0,24,0,0,0,0,54,6,9,2,4,,,,,,,,,,,,,,,,,,,,,3503,-97.7218,30.33483,,100,100,0,,100,19-07-2023 16:58,360.9 secs,,0,0,1,0,24,0,0,0,0,54,6,9,2,4,,,,,,,,,,,,,,,,,,,,,-97.7218,30.33483,63672,1336.479661,35,49128.7027
189,190,1,190,3504,-97.7218,30.33933,,100,100,0,,100,19-07-2023 17:08,581.9 secs,,0,0,6,0,12,0,0,0,1,19,38,3,0,21,,,,,,,,,,,,,,,,,,,,,3504,-97.7218,30.33933,,100,100,0,,100,19-07-2023 17:08,581.9 secs,,0,0,6,0,12,0,0,0,1,19,38,3,0,21,,,,,,,,,,,,,,,,,,,,,-97.7218,30.33933,63672,859.8835864,35,49128.7027
190,191,1,191,3505,-97.7218,30.34382,,100,100,0,,100,19-07-2023 17:29,1221.9 secs,,0,0,15,0,20,0,0,0,0,14,30,1,0,20,,,,,,,,,,,,,,,,,,,,,3505,-97.7218,30.34382,,100,100,0,,100,19-07-2023 17:29,1221.9 secs,,0,0,15,0,20,0,0,0,0,14,30,1,0,20,,,,,,,,,,,,,,,,,,,,,-97.7218,30.34382,63672,437.0533889,35,49128.7027
191,192,1,192,3506,-97.7218,30.34832,,100,100,0,,100,19-07-2023 17:49,1207.5 secs,,0,0,5,0,15,0,0,0,0,11,52,0,0,17,,,,,,,,,,,,,,,,,,,,,3506,-97.7218,30.34832,,100,100,0,,100,19-07-2023 17:49,1207.5 secs,,0,0,5,0,15,0,0,0,0,11,52,0,0,17,,,,,,,,,,,,,,,,,,,,,-97.7218,30.34832,63672,372.268544,35,49128.7027
192,193,1,193,3507,-97.7166,30.32584,,100,100,0,,100,19-07-2023 17:50,72.3 secs,,0,0,0,0,17,0,0,0,40,39,0,1,0,3,,,,,,,,,,,,,,,,,,,,,3507,-97.7166,30.32584,,100,100,0,,100,19-07-2023 17:50,72.3 secs,,0,0,0,0,17,0,0,0,40,39,0,1,0,3,,,,,,,,,,,,,,,,,,,,,-97.7166,30.32584,48731,2286.314646,35,49128.7027
193,194,1,194,3508,-97.7166,30.33033,,100,100,0,,100,19-07-2023 21:46,14165.8 secs,,0,0,4,0,5,0,0,0,7,7,64,2,2,9,,,,,,,,,,,,,,,,,,,,,3508,-97.7166,30.33033,,100,100,0,,100,19-07-2023 21:46,14165.8 secs,,0,0,4,0,5,0,0,0,7,7,64,2,2,9,,,,,,,,,,,,,,,,,,,,,-97.7166,30.33033,63672,1974.001444,35,49128.7027
194,195,1,195,3509,-97.7166,30.33483,,100,100,0,,100,19-07-2023 21:53,395.8 secs,,0,0,9,0,30,0,0,0,0,18,20,13,0,10,,,,,,,,,,,,,,,,,,,,,3509,-97.7166,30.33483,,100,100,0,,100,19-07-2023 21:53,395.8 secs,,0,0,9,0,30,0,0,0,0,18,20,13,0,10,,,,,,,,,,,,,,,,,,,,,-97.7166,30.33483,63672,1533.673066,35,49128.7027
195,196,1,196,3510,-97.7166,30.33933,,100,100,0,,100,19-07-2023 21:59,400.2 secs,,0,0,16,0,8,0,0,0,5,9,52,3,0,7,,,,,,,,,,,,,,,,,,,,,3510,-97.7166,30.33933,,100,100,0,,100,19-07-2023 21:59,400.2 secs,,0,0,16,0,8,0,0,0,5,9,52,3,0,7,,,,,,,,,,,,,,,,,,,,,-97.7166,30.33933,63672,1142.518746,35,49128.7027
196,197,1,197,3511,-97.7166,30.34382,,100,100,0,,100,19-07-2023 22:06,411.9 secs,,0,0,31,0,23,0,0,0,0,41,1,0,0,4,,,,,,,,,,,,,,,,,,,,,3511,-97.7166,30.34382,,100,100,0,,100,19-07-2023 22:06,411.9 secs,,0,0,31,0,23,0,0,0,0,41,1,0,0,4,,,,,,,,,,,,,,,,,,,,,-97.7166,30.34382,63672,870.0224922,35,49128.7027
197,198,1,198,3512,-97.7166,30.34832,,100,100,0,,100,19-07-2023 22:51,2707.6 secs,,0,0,18,0,20,0,0,0,2,15,35,2,0,8,,,,,,,,,,,,,,,,,,,,,3512,-97.7166,30.34832,,100,100,0,,100,19-07-2023 22:51,2707.6 secs,,0,0,18,0,20,0,0,0,2,15,35,2,0,8,,,,,,,,,,,,,,,,,,,,,-97.7166,30.34832,63672,839.3339326,35,49128.7027
198,199,1,199,3513,-97.7114,30.32584,,100,100,0,,100,19-07-2023 22:54,155.9 secs,,0,0,2,0,18,0,0,0,0,62,6,0,1,11,,,,,,,,,,,,,,,,,,,,,3513,-97.7114,30.32584,,100,100,0,,100,19-07-2023 22:54,155.9 secs,,0,0,2,0,18,0,0,0,0,62,6,0,1,11,,,,,,,,,,,,,,,,,,,,,-97.7114,30.32584,48731,1884.389145,35,49128.7027
199,200,1,200,3514,-97.7114,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3514,-97.7114,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7114,30.33033,63672,2227.715803,35,49128.7027
200,201,1,201,3515,-97.7114,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3515,-97.7114,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7114,30.33483,63672,1848.821333,35,49128.7027
201,202,1,202,3516,-97.7114,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3516,-97.7114,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7114,30.33933,63672,1539.898561,35,49128.7027
202,203,1,203,3517,-97.7114,30.34382,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3517,-97.7114,30.34382,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7114,30.34382,63672,1350.121838,35,49128.7027
203,204,1,204,3518,-97.7114,30.34832,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3518,-97.7114,30.34832,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7114,30.34832,33283,989.294086,35,49128.7027
204,205,1,205,3519,-97.7062,30.32584,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3519,-97.7062,30.32584,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7062,30.32584,48731,1541.048231,35,49128.7027
205,206,1,206,3520,-97.7062,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3520,-97.7062,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7062,30.33033,48731,1961.882876,35,49128.7027
206,207,1,207,3521,-97.7062,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3521,-97.7062,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7062,30.33483,30670,2128.725785,35,49128.7027
207,208,1,208,3522,-97.7062,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3522,-97.7062,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7062,30.33933,30670,1908.008284,35,49128.7027
208,209,1,209,3523,-97.7062,30.34382,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3523,-97.7062,30.34382,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7062,30.34382,33283,1534.901877,35,49128.7027
209,210,1,210,3524,-97.7062,30.34832,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3524,-97.7062,30.34832,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.7062,30.34832,33283,1060.849229,35,49128.7027
210,211,1,211,3525,-97.701,30.32584,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3525,-97.701,30.32584,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.701,30.32584,48731,1303.440166,35,49128.7027
211,212,1,212,3526,-97.701,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3526,-97.701,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.701,30.33033,48731,1781.331485,35,49128.7027
212,213,1,213,3527,-97.701,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3527,-97.701,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.701,30.33483,30670,1727.76272,35,49128.7027
213,214,1,214,3528,-97.701,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3528,-97.701,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.701,30.33933,30670,1447.154755,35,49128.7027
214,215,1,215,3529,-97.701,30.34382,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3529,-97.701,30.34382,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.701,30.34382,30670,1304.376272,35,49128.7027
215,216,1,216,3530,-97.701,30.34832,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3530,-97.701,30.34832,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.701,30.34832,33283,1331.160673,35,49128.7027
216,217,1,217,3531,-97.6958,30.32584,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3531,-97.6958,30.32584,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.6958,30.32584,48731,1234.221331,35,49128.7027
217,218,1,218,3532,-97.6958,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3532,-97.6958,30.33033,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.6958,30.33033,48731,1731.327785,35,49128.7027
218,219,1,219,3533,-97.6958,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3533,-97.6958,30.33483,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.6958,30.33483,30670,1392.434482,35,49128.7027
219,220,1,220,3534,-97.6958,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3534,-97.6958,30.33933,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.6958,30.33933,30670,1023.725797,35,49128.7027
220,221,1,221,3535,-97.6958,30.34382,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3535,-97.6958,30.34382,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.6958,30.34382,30670,809.4460041,35,49128.7027
221,222,1,222,3536,-97.6958,30.34832,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3536,-97.6958,30.34832,,100,100,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,-97.6958,30.34832,30670,871.0281695,35,49128.7027
222,223,1,223,8400,-97.88769704,30.20064491,,100,100,0,,100,22-07-2022 09:42,83.9 secs,,0,0,82,0,0,,0,0,2,0,16,0,0,0,,,,,,,,,,0,,,,,,,,,,,8400,-97.88769704,30.20064491,,100,100,0,,100,22-07-2022 09:42,83.9 secs,,0,0,82,0,0,,0,0,2,0,16,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.88769704,30.20064491,300000,3275.648285,84,300000
223,224,1,224,8401,-97.9007025,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8401,-97.9007025,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.9007025,30.18940341,300000,5032.906542,84,300000
224,225,1,225,8402,-97.9007025,30.19390001,,100,100,0,,100,25-07-2022 03:20,351.7 secs,,0,0,0,0,0,,0,39,0,6,54,0,1,0,,,,,,,,,,0,,,,,,,,,,,8402,-97.9007025,30.19390001,,100,100,0,,100,25-07-2022 03:20,351.7 secs,,0,0,0,0,0,,0,39,0,6,54,0,1,0,,,,,,,,,,0,,,,,,,,,,,-97.9007025,30.19390001,300000,4727.45367,84,300000
225,226,1,226,8403,-97.9007025,30.19839661,,100,100,0,,100,25-07-2022 03:24,221.5 secs,,0,0,0,0,5,,0,75,0,18,0,0,0,0,,,,,,,,,,2,,,,,,,,,,,8403,-97.9007025,30.19839661,,100,100,0,,100,25-07-2022 03:24,221.5 secs,,0,0,0,0,5,,0,75,0,18,0,0,0,0,,,,,,,,,,2,,,,,,,,,,,-97.9007025,30.19839661,300000,4456.953948,84,300000
226,227,1,227,8404,-97.9007025,30.20289321,,100,100,0,,100,25-07-2022 03:29,312.3 secs,,0,0,0,0,0,,0,0,0,0,28,0,72,0,,,,,,,,,,0,,,,,,,,,,,8404,-97.9007025,30.20289321,,100,100,0,,100,25-07-2022 03:29,312.3 secs,,0,0,0,0,0,,0,0,0,0,28,0,72,0,,,,,,,,,,0,,,,,,,,,,,-97.9007025,30.20289321,300000,4228.121353,84,300000
227,228,1,228,8405,-97.9007025,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8405,-97.9007025,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.9007025,30.20738981,300000,4048.02844,84,300000
228,229,1,229,8406,-97.9007025,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8406,-97.9007025,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.9007025,30.21188641,300000,3923.392888,84,300000
229,230,1,230,8407,-97.89550032,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8407,-97.89550032,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89550031,30.18940341,300000,4660.678565,84,300000
230,231,1,231,8408,-97.89550032,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8408,-97.89550032,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89550031,30.19390001,300000,4329.059783,84,300000
231,232,1,232,8409,-97.89550032,30.19839661,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8409,-97.89550032,30.19839661,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89550031,30.19839661,300000,4031.940338,84,300000
232,233,1,233,8410,-97.89550032,30.20289321,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8410,-97.89550032,30.20289321,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89550031,30.20289321,300000,3777.469863,84,300000
233,234,1,234,8411,-97.89550032,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8411,-97.89550032,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89550031,30.20738981,300000,3574.768056,84,300000
234,235,1,235,8412,-97.89550032,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8412,-97.89550032,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89550031,30.21188641,300000,3433.017359,84,300000
235,236,1,236,8413,-97.89029813,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8413,-97.89029813,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89029813,30.18940341,300000,4314.570142,84,300000
236,237,1,237,8414,-97.89029813,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8414,-97.89029813,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89029813,30.19390001,300000,3954.047369,84,300000
237,238,1,238,8415,-97.89029813,30.19839661,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8415,-97.89029813,30.19839661,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89029813,30.19839661,300000,3626.350239,84,300000
238,239,1,239,8416,-97.89029813,30.20289321,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8416,-97.89029813,30.20289321,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89029813,30.20289321,300000,3341.151437,84,300000
239,240,1,240,8417,-97.89029813,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8417,-97.89029813,30.20738981,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89029813,30.20738981,300000,3110.164341,84,300000
240,241,1,241,8418,-97.89029813,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8418,-97.89029813,30.21188641,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.89029813,30.21188641,300000,2946.167846,84,300000
241,242,1,242,8419,-97.88509594,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8419,-97.88509594,30.18940341,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.88509594,30.18940341,300000,4001.365786,84,300000
242,243,1,243,8420,-97.88509594,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8420,-97.88509594,30.19390001,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.88509594,30.19390001,300000,3609.712121,84,300000
243,244,1,244,8421,-97.88509594,30.19839661,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,8421,-97.88509594,30.19839661,,100,100,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,-97.88509594,30.19839661,300000,3247.470621,84,300000
